Time (BST),Column_Bolt_Bottom_(ColB),Column_Bolt_Top_(ColBt),Column_Front_Bottom_(ColFb),Column_Front_Middle_(ColFm),Column_Front_Top_(ColFt),Column_Rear_Bottom_(ColRb),Column_Rear_Middle_(ColRm),Column_Rear_Top_(ColRt),Column_Top_(ColTp),Enclosure,HstB1,HstB2,HstB3,HstB4,HstB5,HstB6,HstT1,HstT2,HstT3,HstT4,HstT5,HstT6,Spindle_Front_Bottom_(HstFB),Spindle_Front_Top_(HstFT),Spindle_Motor_Bolt_(Smot),X_Axis_Bearing_Cap_(Xbcp),X_Ballnut_(Xblnt),Y_Axis_Motor_Bolt_(Ymot),Y_Ballnut_(Yblnt),Z_Axis_Bearing_Cap_(Zbcp),Z_Axis_Motor_(Zmot),Z_Ballnut_(Zblnt)
24-06-27T00:01:07.747482,26.5,29.0,27.187,27.75,28.375,26.875,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,30.937,29.25,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:01:13.739269,26.5,28.937,27.187,27.812,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,30.937,29.25,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:01:17.732182,26.5,29.0,27.187,27.812,28.375,26.812,27.312,27.812,29.875,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,30.937,29.25,27.812,25.437,27.312,32.187,45.625,28.75
24-06-27T00:01:22.784255,26.5,29.0,27.187,27.812,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.687,28.312,29.062,30.937,29.25,27.812,25.375,27.312,32.187,45.625,28.75
24-06-27T00:01:27.734807,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,30.937,29.25,27.812,25.375,27.312,32.25,45.625,28.75
24-06-27T00:01:32.769548,26.5,29.0,27.187,27.812,28.312,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.187,29.062,31.0,29.25,27.812,25.375,27.312,32.25,45.625,28.75
24-06-27T00:01:37.808279,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,31.0,29.25,27.812,25.437,27.312,32.187,45.625,28.75
24-06-27T00:01:42.766131,26.5,28.937,27.187,27.75,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.562,28.75,28.75,28.25,29.062,31.0,29.25,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:01:48.713426,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,31.0,29.25,27.812,25.375,27.312,32.25,45.687,28.75
24-06-27T00:01:52.773111,26.5,29.0,27.187,27.75,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,31.0,29.25,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:01:57.825455,26.5,29.0,27.187,27.812,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,31.0,29.25,27.812,25.375,27.312,32.25,45.687,28.75
24-06-27T00:02:02.787447,26.5,29.0,27.187,27.75,28.375,26.812,27.375,27.812,29.875,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,31.0,29.25,27.812,25.375,27.312,32.25,45.687,28.75
24-06-27T00:02:07.823401,26.5,29.0,27.187,27.812,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.312,28.562,28.687,28.625,28.75,28.75,28.312,29.062,31.0,29.312,27.812,25.375,27.312,32.25,45.687,28.812
24-06-27T00:02:12.842141,26.5,29.0,27.187,27.75,28.312,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,31.0,29.25,27.812,25.375,27.312,32.25,45.687,28.812
24-06-27T00:02:17.811634,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.25,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,31.0,29.25,27.812,25.437,27.312,32.25,45.687,28.812
24-06-27T00:02:23.290487,26.5,29.0,27.187,27.75,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.25,27.812,25.437,27.312,32.25,45.687,28.812
24-06-27T00:02:27.827770,26.5,29.0,27.187,27.812,28.375,26.812,27.375,27.812,29.875,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:02:32.785268,26.5,29.0,27.187,27.75,28.375,26.812,27.375,27.812,30.0,44.75,28.062,28.187,28.25,28.375,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,31.0,29.25,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:02:37.811906,26.5,29.0,27.187,27.812,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.062,31.0,29.312,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:02:42.783201,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.25,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:02:47.826035,26.5,29.0,27.187,27.812,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:02:52.776044,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,31.062,29.312,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:02:57.820073,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.25,28.375,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.25,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:02.786055,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.062,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:08.358295,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.875,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.375,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:12.772653,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:17.826039,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:22.871315,26.5,28.937,27.187,27.75,28.312,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:27.790423,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.375,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:32.971633,26.5,28.937,27.187,27.75,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:37.825949,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:43.045599,26.5,29.0,27.187,27.75,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.375,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:47.824628,26.5,29.0,27.125,27.75,28.375,26.812,27.375,27.812,29.937,44.812,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.375,29.062,30.937,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:52.782612,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.375,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:03:57.834152,26.5,28.937,27.125,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.375,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:04:02.783959,26.5,29.0,27.125,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.375,28.25,28.562,28.687,28.625,28.75,28.75,28.375,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:04:07.809439,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.375,28.25,28.562,28.687,28.625,28.75,28.75,28.375,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:04:12.785066,26.5,29.0,27.125,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.812,28.75
24-06-27T00:04:18.578949,26.5,29.0,27.125,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.812,28.75
24-06-27T00:04:22.785381,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.812,25.375,27.312,32.25,45.812,28.75
24-06-27T00:04:27.820402,26.5,29.0,27.125,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.5,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.75,25.437,27.312,32.25,45.812,28.812
24-06-27T00:04:32.867416,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.125,28.187,28.312,28.437,28.5,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.812,28.75
24-06-27T00:04:37.826035,26.5,29.0,27.125,27.75,28.375,26.812,27.375,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.75,25.437,27.312,32.25,45.75,28.75
24-06-27T00:04:42.769726,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.5,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.062,30.937,29.25,27.812,25.437,27.312,32.25,45.75,28.75
24-06-27T00:04:47.823572,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,30.937,29.25,27.75,25.437,27.312,32.25,45.75,28.75
24-06-27T00:04:54.039932,26.5,29.0,27.125,27.75,28.375,26.812,27.312,27.75,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.75,28.812
24-06-27T00:04:57.827526,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.875,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.75,28.812
24-06-27T00:05:02.782616,26.5,28.937,27.187,27.75,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.875,29.25,27.812,25.437,27.312,32.25,45.75,28.812
24-06-27T00:05:07.825371,26.5,28.937,27.187,27.75,28.312,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.812,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:05:12.777611,26.5,29.0,27.187,27.75,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.5,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.687,28.812
24-06-27T00:05:17.945692,26.5,29.0,27.187,27.75,28.375,26.812,27.375,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.062,30.937,29.312,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:05:22.784786,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:05:28.142953,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:05:32.776837,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.687,28.75
24-06-27T00:05:37.825822,26.5,28.937,27.187,27.812,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.25,29.125,30.937,29.312,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:05:42.772928,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.75,28.625,28.812,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:05:47.819435,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:05:52.786013,26.5,28.937,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.5,28.312,28.25,28.562,28.687,28.625,28.75,28.75,28.312,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:05:57.823918,26.5,29.0,27.187,27.812,28.312,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.812,28.25,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:06:04.082691,26.5,28.937,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.812,28.25,29.125,31.0,29.312,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:06:07.824933,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.812,28.312,29.125,31.062,29.312,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:06:12.780348,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.812,28.25,29.125,31.062,29.312,27.812,25.437,27.312,32.187,45.625,28.812
24-06-27T00:06:17.904771,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.25,29.125,31.062,29.312,27.812,25.437,27.312,32.187,45.562,28.812
24-06-27T00:06:22.786434,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,31.062,29.312,27.812,25.437,27.312,32.187,45.562,28.812
24-06-27T00:06:27.828331,26.5,28.937,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.75,28.625,28.812,28.75,28.25,29.125,31.062,29.312,27.812,25.437,27.312,32.187,45.625,28.75
24-06-27T00:06:32.767136,26.5,28.937,27.187,27.812,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.812,28.312,29.125,31.062,29.375,27.812,25.437,27.375,32.25,45.562,28.75
24-06-27T00:06:39.092940,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.312,28.562,28.75,28.625,28.812,28.812,28.312,29.125,31.062,29.312,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:06:42.868221,26.5,28.937,27.187,27.75,28.375,26.812,27.312,27.812,29.875,44.75,28.062,28.187,28.25,28.437,28.5,28.312,28.25,28.562,28.75,28.625,28.812,28.812,28.375,29.125,31.062,29.312,27.812,25.437,27.375,32.25,45.625,28.812
24-06-27T00:06:47.818899,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,31.125,29.375,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:06:52.867615,26.5,29.0,27.187,27.75,28.312,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.312,28.562,28.687,28.625,28.812,28.75,28.312,29.125,31.125,29.312,27.812,25.437,27.312,32.25,45.625,28.75
24-06-27T00:06:57.817228,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.312,28.562,28.687,28.625,28.812,28.812,28.312,29.125,31.125,29.312,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:07:02.900577,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.875,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.75,28.625,28.812,28.75,28.375,29.125,31.125,29.375,27.812,25.437,27.375,32.25,45.625,28.812
24-06-27T00:07:07.808708,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.25,28.437,28.437,28.312,28.312,28.625,28.75,28.687,28.812,28.812,28.312,29.125,31.125,29.375,27.812,25.437,27.375,32.25,45.625,28.812
24-06-27T00:07:13.866440,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.312,28.562,28.687,28.625,28.812,28.812,28.312,29.125,31.125,29.375,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:07:17.809788,26.5,28.937,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.312,28.562,28.75,28.687,28.812,28.812,28.375,29.125,31.125,29.375,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:07:22.865669,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.437,28.375,28.25,28.562,28.75,28.625,28.812,28.75,28.312,29.125,31.125,29.375,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:07:27.811370,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,30.0,44.75,28.062,28.187,28.312,28.437,28.437,28.312,28.25,28.562,28.75,28.625,28.812,28.75,28.312,29.125,31.125,29.375,27.812,25.437,27.312,32.25,45.625,28.812
24-06-27T00:07:32.852226,26.5,29.0,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.062,28.187,28.312,28.437,28.5,28.312,28.25,28.562,28.687,28.625,28.812,28.75,28.312,29.125,31.125,29.375,27.812,25.437,27.375,32.25,45.625,28.812
24-06-27T00:07:37.825753,26.5,28.937,27.187,27.75,28.375,26.812,27.312,27.812,29.937,44.75,28.125,28.187,28.312,28.437,28.5,28.375,28.25,28.562,28.75,28.625,28.812,28.812,28.312,29.125,31.125,29.375,27.812,25.437,27.375,32.25,45.687,28.812
