Time (BST),Column_Bolt_Bottom_(ColB),Column_Bolt_Top_(ColBt),Column_Front_Bottom_(ColFb),Column_Front_Middle_(ColFm),Column_Front_Top_(ColFt),Column_Rear_Bottom_(ColRb),Column_Rear_Middle_(ColRm),Column_Rear_Top_(ColRt),Column_Top_(ColTp),Enclosure,HstB1,HstB2,HstB3,HstB4,HstB5,HstB6,HstT1,HstT2,HstT3,HstT4,HstT5,HstT6,Spindle_Front_Bottom_(HstFB),Spindle_Front_Top_(HstFT),Spindle_Motor_Bolt_(Smot),X_Axis_Bearing_Cap_(Xbcp),X_Ballnut_(Xblnt),Y_Axis_Motor_Bolt_(Ymot),Y_Ballnut_(Yblnt),Z_Axis_Bearing_Cap_(Zbcp),Z_Axis_Motor_(Zmot),Z_Ballnut_(Zblnt)
24-06-26T00:02:12.209217,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.125,27.75
24-06-26T00:02:17.347106,25.875,28.437,26.562,27.187,27.812,26.375,26.812,27.312,29.312,44.125,27.25,27.312,27.375,27.5,27.437,27.375,27.5,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.125,27.75
24-06-26T00:02:22.371527,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.312,44.187,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.125,27.75
24-06-26T00:02:27.190251,25.875,28.5,26.562,27.187,27.812,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.125,27.75
24-06-26T00:02:33.541771,25.875,28.5,26.562,27.187,27.812,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:02:37.335634,25.875,28.437,26.562,27.187,27.812,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:02:42.252275,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.312,29.312,44.187,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:02:47.430753,25.875,28.5,26.562,27.125,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.187,27.75
24-06-26T00:02:52.377065,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.375,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.25,27.75
24-06-26T00:02:57.238495,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.437,44.25,27.75
24-06-26T00:03:02.379031,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.437,26.687,24.75,26.062,31.437,44.25,27.812
24-06-26T00:03:08.596221,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.187,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.25,27.812
24-06-26T00:03:12.197858,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.312,29.25,44.125,27.25,27.375,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.312,27.375,26.687,24.75,26.062,31.437,44.25,27.812
24-06-26T00:03:17.348029,25.875,28.437,26.562,27.187,27.812,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.312,27.437,26.625,24.75,26.062,31.437,44.25,27.75
24-06-26T00:03:22.462983,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.312,29.312,44.125,27.25,27.375,27.375,27.5,27.437,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.25,27.812
24-06-26T00:03:27.187352,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.25,27.75
24-06-26T00:03:32.381227,25.875,28.5,26.562,27.187,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.75,27.625,27.125,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.25,27.75
24-06-26T00:03:37.336411,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:03:43.170401,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.312,27.437,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:03:47.346582,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.312,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:03:52.371084,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.312,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:03:57.256524,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.312,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:04:02.378851,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.687,28.375,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:07.343612,25.875,28.437,26.562,27.187,27.812,26.312,26.812,27.25,29.312,44.187,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:12.205592,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.75,27.625,27.062,27.625,28.312,27.437,26.625,24.75,26.062,31.437,44.25,27.812
24-06-26T00:04:18.533811,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.687,28.375,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:22.379936,25.875,28.437,26.562,27.187,27.812,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.312,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:27.185627,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.312,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:32.385336,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.375,26.687,24.812,26.062,31.5,44.187,27.812
24-06-26T00:04:37.334964,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.312,29.312,44.125,27.25,27.375,27.375,27.5,27.5,27.375,27.5,27.625,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:42.236664,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.375,27.375,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.437,26.625,24.75,26.062,31.437,44.187,27.812
24-06-26T00:04:47.345829,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.375,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.75,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:53.649964,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.687,28.375,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:04:57.245999,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.437,27.5,27.437,27.375,27.5,27.687,27.75,27.625,27.687,27.625,27.062,27.687,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:05:02.388900,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.687,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:05:07.338419,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.312,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:05:12.208928,25.875,28.437,26.562,27.187,27.812,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.75,27.625,27.062,27.625,28.375,27.437,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:05:17.434457,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.75,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:05:22.374030,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:05:28.169040,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.312,44.187,27.25,27.312,27.437,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.75,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:05:32.388035,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.5,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.437,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:05:37.346530,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.75,27.625,27.062,27.625,28.437,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:05:42.244195,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:05:47.425009,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:05:52.398162,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.437,27.375,26.687,24.75,26.062,31.437,44.187,27.75
24-06-26T00:05:57.304529,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.187,27.25,27.312,27.375,27.5,27.437,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.687,28.375,27.375,26.625,24.75,26.062,31.437,44.187,27.812
24-06-26T00:06:03.448361,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.625,28.375,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:06:07.411423,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.687,28.375,27.375,26.625,24.75,26.062,31.5,44.187,27.812
24-06-26T00:06:12.209194,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.687,24.75,26.062,31.437,44.187,27.812
24-06-26T00:06:17.427838,25.875,28.437,26.562,27.187,27.812,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.437,27.375,26.625,24.75,26.062,31.5,44.187,27.812
24-06-26T00:06:22.377473,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.687,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:06:27.249631,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.375,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.812,26.062,31.5,44.187,27.812
24-06-26T00:06:32.398238,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.125,27.812
24-06-26T00:06:38.655238,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.312,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.062,27.687,28.375,27.375,26.625,24.75,26.062,31.5,44.187,27.75
24-06-26T00:06:42.260639,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.625,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.187,27.812
24-06-26T00:06:47.425754,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.5,44.187,27.812
24-06-26T00:06:52.382808,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.687,24.75,26.062,31.437,44.125,27.812
24-06-26T00:06:57.303988,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.5,44.125,27.812
24-06-26T00:07:02.375605,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.25,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.125,27.75
24-06-26T00:07:07.423922,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.687,24.75,26.062,31.5,44.125,27.812
24-06-26T00:07:13.101978,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.5,44.187,27.812
24-06-26T00:07:17.425988,25.875,28.437,26.562,27.125,27.75,26.312,26.812,27.312,29.312,44.125,27.25,27.375,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.5,44.125,27.75
24-06-26T00:07:22.377784,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.25,44.125,27.25,27.375,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.437,44.187,27.812
24-06-26T00:07:27.259223,25.875,28.437,26.562,27.125,27.812,26.312,26.812,27.25,29.312,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.437,44.187,27.812
24-06-26T00:07:32.386447,25.875,28.5,26.562,27.125,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.437,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.687,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.437,44.187,27.812
24-06-26T00:07:37.415460,25.875,28.437,26.562,27.187,27.75,26.312,26.812,27.312,29.25,44.125,27.25,27.312,27.375,27.5,27.5,27.375,27.437,27.687,27.75,27.625,27.75,27.625,27.125,27.625,28.375,27.375,26.625,24.75,26.062,31.437,44.187,27.812
